plant_id,model_code,trim_code,color_code,prod_date,qty
AUS,M3,ST,BK,2025-07-11,36
AUS,M3,ST,WH,2025-07-11,30
AUS,M3,ST,GY,2025-07-11,20
AUS,M3,ST,BL,2025-07-11,10
AUS,M3,PR,BK,2025-07-11,15
AUS,M3,PR,WH,2025-07-11,14
AUS,M3,PR,GY,2025-07-11,5
AUS,M3,PR,BL,2025-07-11,2
AUS,MY,ST,BK,2025-07-11,23
AUS,MY,ST,WH,2025-07-11,17
AUS,MY,ST,GY,2025-07-11,13
AUS,MY,ST,BL,2025-07-11,6
AUS,MY,PR,BK,2025-07-11,7
AUS,MY,PR,WH,2025-07-11,10
AUS,MY,PR,GY,2025-07-11,2
AUS,MY,PR,BL,2025-07-11,2
BER,M3,ST,BK,2025-07-11,21
BER,M3,ST,WH,2025-07-11,32
BER,M3,ST,GY,2025-07-11,13
BER,M3,ST,BL,2025-07-11,9
BER,M3,PR,BK,2025-07-11,9
BER,M3,PR,WH,2025-07-11,10
BER,M3,PR,GY,2025-07-11,5
BER,M3,PR,BL,2025-07-11,7
BER,MY,ST,BK,2025-07-11,19
BER,MY,ST,WH,2025-07-11,17
BER,MY,ST,GY,2025-07-11,15
BER,MY,ST,BL,2025-07-11,4
BER,MY,PR,BK,2025-07-11,8
BER,MY,PR,WH,2025-07-11,9
BER,MY,PR,GY,2025-07-11,4
BER,MY,PR,BL,2025-07-11,4
SHA,M3,ST,BK,2025-07-11,42
SHA,M3,ST,WH,2025-07-11,33
SHA,M3,ST,GY,2025-07-11,17
SHA,M3,ST,BL,2025-07-11,10
SHA,M3,PR,BK,2025-07-11,18
SHA,M3,PR,WH,2025-07-11,10
SHA,M3,PR,GY,2025-07-11,8
SHA,M3,PR,BL,2025-07-11,6
SHA,MY,ST,BK,2025-07-11,20
SHA,MY,ST,WH,2025-07-11,24
SHA,MY,ST,GY,2025-07-11,18
SHA,MY,ST,BL,2025-07-11,6
SHA,MY,PR,BK,2025-07-11,10
SHA,MY,PR,WH,2025-07-11,5
SHA,MY,PR,GY,2025-07-11,8
SHA,MY,PR,BL,2025-07-11,4
FRE,M3,ST,BK,2025-07-12,25
FRE,M3,ST,WH,2025-07-12,29
FRE,M3,ST,GY,2025-07-12,15
FRE,M3,ST,BL,2025-07-12,10
FRE,M3,PR,BK,2025-07-12,6
FRE,M3,PR,WH,2025-07-12,14
FRE,M3,PR,GY,2025-07-12,10
FRE,M3,PR,BL,2025-07-12,2
FRE,MY,ST,BK,2025-07-12,14
FRE,MY,ST,WH,2025-07-12,27
FRE,MY,ST,GY,2025-07-12,7
FRE,MY,ST,BL,2025-07-12,10
FRE,MY,PR,BK,2025-07-12,15
FRE,MY,PR,WH,2025-07-12,3
FRE,MY,PR,GY,2025-07-12,2
FRE,MY,PR,BL,2025-07-12,2
AUS,M3,ST,BK,2025-07-12,24
AUS,M3,ST,WH,2025-07-12,27
AUS,M3,ST,GY,2025-07-12,13
AUS,M3,ST,BL,2025-07-12,8
AUS,M3,PR,BK,2025-07-12,11
AUS,M3,PR,WH,2025-07-12,9
AUS,M3,PR,GY,2025-07-12,8
AUS,M3,PR,BL,2025-07-12,6
AUS,MY,ST,BK,2025-07-12,29
AUS,MY,ST,WH,2025-07-12,21
AUS,MY,ST,GY,2025-07-12,15
AUS,MY,ST,BL,2025-07-12,7
AUS,MY,PR,BK,2025-07-12,7
AUS,MY,PR,WH,2025-07-12,5
AUS,MY,PR,GY,2025-07-12,5
AUS,MY,PR,BL,2025-07-12,2
BER,M3,ST,BK,2025-07-12,19
BER,M3,ST,WH,2025-07-12,24
BER,M3,ST,GY,2025-07-12,15
BER,M3,ST,BL,2025-07-12,7
BER,M3,PR,BK,2025-07-12,13
BER,M3,PR,WH,2025-07-12,10
BER,M3,PR,GY,2025-07-12,3
BER,M3,PR,BL,2025-07-12,5
BER,MY,ST,BK,2025-07-12,13
BER,MY,ST,WH,2025-07-12,15
BER,MY,ST,GY,2025-07-12,12
BER,MY,ST,BL,2025-07-12,4
BER,MY,PR,BK,2025-07-12,11
BER,MY,PR,WH,2025-07-12,7
BER,MY,PR,GY,2025-07-12,6
BER,MY,PR,BL,2025-07-12,2
SHA,M3,ST,BK,2025-07-12,22
SHA,M3,ST,WH,2025-07-12,22
SHA,M3,ST,GY,2025-07-12,7
SHA,M3,ST,BL,2025-07-12,3
SHA,M3,PR,BK,2025-07-12,9
SHA,M3,PR,WH,2025-07-12,10
SHA,M3,PR,GY,2025-07-12,7
SHA,M3,PR,BL,2025-07-12,2
SHA,MY,ST,BK,2025-07-12,18
SHA,MY,ST,WH,2025-07-12,13
SHA,MY,ST,GY,2025-07-12,6
SHA,MY,ST,BL,2025-07-12,4
SHA,MY,PR,BK,2025-07-12,5
SHA,MY,PR,WH,2025-07-12,6
SHA,MY,PR,GY,2025-07-12,3
SHA,MY,PR,BL,2025-07-12,2
FRE,M3,ST,BK,2025-07-13,25
FRE,M3,ST,WH,2025-07-13,25
FRE,M3,ST,GY,2025-07-13,20
FRE,M3,ST,BL,2025-07-13,13
FRE,M3,PR,BK,2025-07-13,13
FRE,M3,PR,WH,2025-07-13,9
FRE,M3,PR,GY,2025-07-13,13
FRE,M3,PR,BL,2025-07-13,3
FRE,MY,ST,BK,2025-07-13,14
FRE,MY,ST,WH,2025-07-13,20
FRE,MY,ST,GY,2025-07-13,7
FRE,MY,ST,BL,2025-07-13,7
FRE,MY,PR,BK,2025-07-13,10
FRE,MY,PR,WH,2025-07-13,9
FRE,MY,PR,GY,2025-07-13,3
AUS,M3,ST,BK,2025-07-13,24
AUS,M3,ST,WH,2025-07-13,24
AUS,M3,ST,GY,2025-07-13,13
AUS,M3,ST,BL,2025-07-13,5
AUS,M3,PR,BK,2025-07-13,8
AUS,M3,PR,WH,2025-07-13,8
AUS,M3,PR,GY,2025-07-13,9
AUS,M3,PR,BL,2025-07-13,4
AUS,MY,ST,BK,2025-07-13,12
AUS,MY,ST,WH,2025-07-13,13
AUS,MY,ST,GY,2025-07-13,12
AUS,MY,ST,BL,2025-07-13,2
AUS,MY,PR,BK,2025-07-13,3
AUS,MY,PR,WH,2025-07-13,6
AUS,MY,PR,GY,2025-07-13,5
AUS,MY,PR,BL,2025-07-13,3
BER,M3,ST,BK,2025-07-13,19
BER,M3,ST,WH,2025-07-13,24
BER,M3,ST,GY,2025-07-13,15
BER,M3,ST,BL,2025-07-13,5
BER,M3,PR,BK,2025-07-13,7
BER,M3,PR,WH,2025-07-13,6
BER,M3,PR,GY,2025-07-13,4
BER,M3,PR,BL,2025-07-13,2
BER,MY,ST,BK,2025-07-13,12
BER,MY,ST,WH,2025-07-13,11
BER,MY,ST,GY,2025-07-13,11
BER,MY,ST,BL,2025-07-13,2
BER,MY,PR,BK,2025-07-13,5
BER,MY,PR,WH,2025-07-13,5
BER,MY,PR,GY,2025-07-13,5
BER,MY,PR,BL,2025-07-13,1
SHA,M3,ST,BK,2025-07-13,18
SHA,M3,ST,WH,2025-07-13,22
SHA,M3,ST,GY,2025-07-13,14
SHA,M3,ST,BL,2025-07-13,9
SHA,M3,PR,BK,2025-07-13,11
SHA,M3,PR,WH,2025-07-13,12
SHA,M3,PR,GY,2025-07-13,4
SHA,M3,PR,BL,2025-07-13,3
SHA,MY,ST,BK,2025-07-13,19
SHA,MY,ST,WH,2025-07-13,12
SHA,MY,ST,GY,2025-07-13,10
SHA,MY,ST,BL,2025-07-13,2
SHA,MY,PR,BK,2025-07-13,7
SHA,MY,PR,WH,2025-07-13,4
SHA,MY,PR,GY,2025-07-13,3
SHA,MY,PR,BL,2025-07-13,1
FRE,M3,ST,BK,2025-07-14,25
FRE,M3,ST,WH,2025-07-14,26
FRE,M3,ST,GY,2025-07-14,15
FRE,M3,ST,BL,2025-07-14,3
FRE,M3,PR,BK,2025-07-14,8
FRE,M3,PR,WH,2025-07-14,13
FRE,M3,PR,GY,2025-07-14,6
FRE,M3,PR,BL,2025-07-14,8
FRE,MY,ST,BK,2025-07-14,8
FRE,MY,ST,WH,2025-07-14,11
FRE,MY,ST,GY,2025-07-14,10
FRE,MY,ST,BL,2025-07-14,3
FRE,MY,PR,BK,2025-07-14,9
FRE,MY,PR,WH,2025-07-14,2
FRE,MY,PR,GY,2025-07-14,2
AUS,M3,ST,BK,2025-07-14,17
AUS,M3,ST,WH,2025-07-14,21
AUS,M3,ST,GY,2025-07-14,14
AUS,M3,ST,BL,2025-07-14,10
AUS,M3,PR,BK,2025-07-14,14
AUS,M3,PR,WH,2025-07-14,7
AUS,M3,PR,GY,2025-07-14,9
AUS,M3,PR,BL,2025-07-14,2
AUS,MY,ST,BK,2025-07-14,22
AUS,MY,ST,WH,2025-07-14,18
AUS,MY,ST,GY,2025-07-14,11
AUS,MY,ST,BL,2025-07-14,2
AUS,MY,PR,BK,2025-07-14,7
AUS,MY,PR,WH,2025-07-14,10
AUS,MY,PR,GY,2025-07-14,3
AUS,MY,PR,BL,2025-07-14,3
BER,M3,ST,BK,2025-07-14,17
BER,M3,ST,WH,2025-07-14,28
BER,M3,ST,GY,2025-07-14,12
BER,M3,ST,BL,2025-07-14,5
BER,M3,PR,BK,2025-07-14,5
BER,M3,PR,WH,2025-07-14,6
BER,M3,PR,GY,2025-07-14,4
BER,M3,PR,BL,2025-07-14,1
BER,MY,ST,BK,2025-07-14,16
BER,MY,ST,WH,2025-07-14,18
BER,MY,ST,GY,2025-07-14,4
BER,MY,ST,BL,2025-07-14,3
BER,MY,PR,BK,2025-07-14,6
BER,MY,PR,WH,2025-07-14,2
BER,MY,PR,GY,2025-07-14,1
BER,MY,PR,BL,2025-07-14,1
SHA,M3,ST,BK,2025-07-14,21
SHA,M3,ST,WH,2025-07-14,28
SHA,M3,ST,GY,2025-07-14,12
SHA,M3,ST,BL,2025-07-14,6
SHA,M3,PR,BK,2025-07-14,16
SHA,M3,PR,WH,2025-07-14,7
SHA,M3,PR,GY,2025-07-14,9
SHA,M3,PR,BL,2025-07-14,3
SHA,MY,ST,BK,2025-07-14,22
SHA,MY,ST,WH,2025-07-14,16
SHA,MY,ST,GY,2025-07-14,11
SHA,MY,ST,BL,2025-07-14,5
SHA,MY,PR,BK,2025-07-14,6
SHA,MY,PR,WH,2025-07-14,9
SHA,MY,PR,GY,2025-07-14,2
SHA,MY,PR,BL,2025-07-14,2
FRE,M3,ST,BK,2025-07-15,38
FRE,M3,ST,WH,2025-07-15,21
FRE,M3,ST,GY,2025-07-15,17
FRE,M3,ST,BL,2025-07-15,12
FRE,M3,PR,BK,2025-07-15,11
FRE,M3,PR,WH,2025-07-15,13
FRE,M3,PR,GY,2025-07-15,5
FRE,M3,PR,BL,2025-07-15,2
FRE,MY,ST,BK,2025-07-15,15
FRE,MY,ST,WH,2025-07-15,15
FRE,MY,ST,GY,2025-07-15,9
FRE,MY,ST,BL,2025-07-15,8
FRE,MY,PR,BK,2025-07-15,15
FRE,MY,PR,WH,2025-07-15,5
FRE,MY,PR,GY,2025-07-15,6
FRE,MY,PR,BL,2025-07-15,3
AUS,M3,ST,BK,2025-07-15,35
AUS,M3,ST,WH,2025-07-15,22
AUS,M3,ST,GY,2025-07-15,15
AUS,M3,ST,BL,2025-07-15,7
AUS,M3,PR,BK,2025-07-15,10
AUS,M3,PR,WH,2025-07-15,15
AUS,M3,PR,GY,2025-07-15,6
AUS,M3,PR,BL,2025-07-15,7
AUS,MY,ST,BK,2025-07-15,18
AUS,MY,ST,WH,2025-07-15,18
AUS,MY,ST,GY,2025-07-15,9
AUS,MY,ST,BL,2025-07-15,8
AUS,MY,PR,BK,2025-07-15,12
AUS,MY,PR,WH,2025-07-15,7
AUS,MY,PR,GY,2025-07-15,3
AUS,MY,PR,BL,2025-07-15,2
BER,M3,ST,BK,2025-07-15,24
BER,M3,ST,WH,2025-07-15,24
BER,M3,ST,GY,2025-07-15,13
BER,M3,ST,BL,2025-07-15,5
BER,M3,PR,BK,2025-07-15,8
BER,M3,PR,WH,2025-07-15,14
BER,M3,PR,GY,2025-07-15,4
BER,M3,PR,BL,2025-07-15,3
BER,MY,ST,BK,2025-07-15,15
BER,MY,ST,WH,2025-07-15,12
BER,MY,ST,GY,2025-07-15,21
BER,MY,ST,BL,2025-07-15,8
BER,MY,PR,BK,2025-07-15,10
BER,MY,PR,WH,2025-07-15,5
BER,MY,PR,GY,2025-07-15,3
BER,MY,PR,BL,2025-07-15,2
SHA,M3,ST,BK,2025-07-15,26
SHA,M3,ST,WH,2025-07-15,22
SHA,M3,ST,GY,2025-07-15,9
SHA,M3,ST,BL,2025-07-15,7
SHA,M3,PR,BK,2025-07-15,12
SHA,M3,PR,WH,2025-07-15,9
SHA,M3,PR,GY,2025-07-15,7
SHA,M3,PR,BL,2025-07-15,6
SHA,MY,ST,BK,2025-07-15,19
SHA,MY,ST,WH,2025-07-15,9
SHA,MY,ST,GY,2025-07-15,9
SHA,MY,ST,BL,2025-07-15,7
SHA,MY,PR,BK,2025-07-15,2
SHA,MY,PR,WH,2025-07-15,4
SHA,MY,PR,GY,2025-07-15,3
SHA,MY,PR,BL,2025-07-15,2
FRE,M3,ST,BK,2025-07-16,36
FRE,M3,ST,WH,2025-07-16,46
FRE,M3,ST,GY,2025-07-16,17
FRE,M3,ST,BL,2025-07-16,11
FRE,M3,PR,BK,2025-07-16,11
FRE,M3,PR,WH,2025-07-16,8
FRE,M3,PR,GY,2025-07-16,6
FRE,M3,PR,BL,2025-07-16,8
FRE,MY,ST,BK,2025-07-16,14
FRE,MY,ST,WH,2025-07-16,16
FRE,MY,ST,GY,2025-07-16,14
FRE,MY,ST,BL,2025-07-16,2
FRE,MY,PR,BK,2025-07-16,11
FRE,MY,PR,WH,2025-07-16,7
FRE,MY,PR,GY,2025-07-16,2
FRE,MY,PR,BL,2025-07-16,4
AUS,M3,ST,BK,2025-07-16,18
AUS,M3,ST,WH,2025-07-16,15
AUS,M3,ST,GY,2025-07-16,10
AUS,M3,ST,BL,2025-07-16,9
AUS,M3,PR,BK,2025-07-16,14
AUS,M3,PR,WH,2025-07-16,14
AUS,M3,PR,GY,2025-07-16,7
AUS,M3,PR,BL,2025-07-16,4
AUS,MY,ST,BK,2025-07-16,21
AUS,MY,ST,WH,2025-07-16,13
AUS,MY,ST,GY,2025-07-16,6
AUS,MY,ST,BL,2025-07-16,4
AUS,MY,PR,BK,2025-07-16,7
AUS,MY,PR,WH,2025-07-16,9
AUS,MY,PR,GY,2025-07-16,5
AUS,MY,PR,BL,2025-07-16,4
BER,M3,ST,BK,2025-07-16,27
BER,M3,ST,WH,2025-07-16,25
BER,M3,ST,GY,2025-07-16,20
BER,M3,ST,BL,2025-07-16,9
BER,M3,PR,BK,2025-07-16,13
BER,M3,PR,WH,2025-07-16,13
BER,M3,PR,GY,2025-07-16,11
BER,M3,PR,BL,2025-07-16,3
BER,MY,ST,BK,2025-07-16,29
BER,MY,ST,WH,2025-07-16,25
BER,MY,ST,GY,2025-07-16,9
BER,MY,ST,BL,2025-07-16,4
BER,MY,PR,BK,2025-07-16,9
BER,MY,PR,WH,2025-07-16,10
BER,MY,PR,GY,2025-07-16,4
BER,MY,PR,BL,2025-07-16,1
SHA,M3,ST,BK,2025-07-16,34
SHA,M3,ST,WH,2025-07-16,38
SHA,M3,ST,GY,2025-07-16,20
SHA,M3,ST,BL,2025-07-16,11
SHA,M3,PR,BK,2025-07-16,12
SHA,M3,PR,WH,2025-07-16,13
SHA,M3,PR,GY,2025-07-16,4
SHA,M3,PR,BL,2025-07-16,3
SHA,MY,ST,BK,2025-07-16,35
SHA,MY,ST,WH,2025-07-16,15
SHA,MY,ST,GY,2025-07-16,10
SHA,MY,ST,BL,2025-07-16,6
SHA,MY,PR,BK,2025-07-16,11
SHA,MY,PR,WH,2025-07-16,7
SHA,MY,PR,GY,2025-07-16,5
SHA,MY,PR,BL,2025-07-16,2
FRE,M3,ST,BK,2025-07-17,32
FRE,M3,ST,WH,2025-07-17,38
FRE,M3,ST,GY,2025-07-17,19
FRE,M3,ST,BL,2025-07-17,14
FRE,M3,PR,BK,2025-07-17,9
FRE,M3,PR,WH,2025-07-17,13
FRE,M3,PR,GY,2025-07-17,8
FRE,M3,PR,BL,2025-07-17,5
FRE,MY,ST,BK,2025-07-17,16
FRE,MY,ST,WH,2025-07-17,19
FRE,MY,ST,GY,2025-07-17,14
FRE,MY,ST,BL,2025-07-17,7
FRE,MY,PR,BK,2025-07-17,10
FRE,MY,PR,WH,2025-07-17,12
FRE,MY,PR,GY,2025-07-17,6
FRE,MY,PR,BL,2025-07-17,3
AUS,M3,ST,BK,2025-07-17,26
AUS,M3,ST,WH,2025-07-17,23
AUS,M3,ST,GY,2025-07-17,15
AUS,M3,ST,BL,2025-07-17,5
AUS,M3,PR,BK,2025-07-17,9
AUS,M3,PR,WH,2025-07-17,11
AUS,M3,PR,GY,2025-07-17,5
AUS,M3,PR,BL,2025-07-17,3
AUS,MY,ST,BK,2025-07-17,11
AUS,MY,ST,WH,2025-07-17,10
AUS,MY,ST,GY,2025-07-17,9
AUS,MY,ST,BL,2025-07-17,1
AUS,MY,PR,BK,2025-07-17,11
AUS,MY,PR,WH,2025-07-17,6
AUS,MY,PR,GY,2025-07-17,2
AUS,MY,PR,BL,2025-07-17,1
BER,M3,ST,BK,2025-07-17,18
BER,M3,ST,WH,2025-07-17,24
BER,M3,ST,GY,2025-07-17,6
BER,M3,ST,BL,2025-07-17,9
BER,M3,PR,BK,2025-07-17,9
BER,M3,PR,WH,2025-07-17,4
BER,M3,PR,GY,2025-07-17,4
BER,M3,PR,BL,2025-07-17,4
BER,MY,ST,BK,2025-07-17,9
BER,MY,ST,WH,2025-07-17,11
BER,MY,ST,GY,2025-07-17,4
BER,MY,ST,BL,2025-07-17,1
BER,MY,PR,BK,2025-07-17,5
BER,MY,PR,WH,2025-07-17,5
BER,MY,PR,GY,2025-07-17,7
SHA,M3,ST,BK,2025-07-17,18
SHA,M3,ST,WH,2025-07-17,32
SHA,M3,ST,GY,2025-07-17,12
SHA,M3,ST,BL,2025-07-17,7
SHA,M3,PR,BK,2025-07-17,6
SHA,M3,PR,WH,2025-07-17,11
SHA,M3,PR,GY,2025-07-17,5
SHA,M3,PR,BL,2025-07-17,1
SHA,MY,ST,BK,2025-07-17,10
SHA,MY,ST,WH,2025-07-17,19
SHA,MY,ST,GY,2025-07-17,3
SHA,MY,ST,BL,2025-07-17,4
SHA,MY,PR,BK,2025-07-17,9
SHA,MY,PR,WH,2025-07-17,6
SHA,MY,PR,GY,2025-07-17,3
FRE,M3,ST,BK,2025-07-18,29
FRE,M3,ST,WH,2025-07-18,35
FRE,M3,ST,GY,2025-07-18,8
FRE,M3,ST,BL,2025-07-18,7
FRE,M3,PR,BK,2025-07-18,18
FRE,M3,PR,WH,2025-07-18,13
FRE,M3,PR,GY,2025-07-18,13
FRE,M3,PR,BL,2025-07-18,3
FRE,MY,ST,BK,2025-07-18,23
FRE,MY,ST,WH,2025-07-18,13
FRE,MY,ST,GY,2025-07-18,14
FRE,MY,ST,BL,2025-07-18,7
FRE,MY,PR,BK,2025-07-18,10
FRE,MY,PR,WH,2025-07-18,10
FRE,MY,PR,GY,2025-07-18,5
FRE,MY,PR,BL,2025-07-18,3
AUS,M3,ST,BK,2025-07-18,23
AUS,M3,ST,WH,2025-07-18,21
AUS,M3,ST,GY,2025-07-18,8
AUS,M3,ST,BL,2025-07-18,3
AUS,M3,PR,BK,2025-07-18,13
AUS,M3,PR,WH,2025-07-18,6
AUS,M3,PR,GY,2025-07-18,5
AUS,M3,PR,BL,2025-07-18,1
AUS,MY,ST,BK,2025-07-18,15
AUS,MY,ST,WH,2025-07-18,19
AUS,MY,ST,GY,2025-07-18,7
AUS,MY,ST,BL,2025-07-18,4
AUS,MY,PR,BK,2025-07-18,6
AUS,MY,PR,WH,2025-07-18,5
AUS,MY,PR,GY,2025-07-18,4
AUS,MY,PR,BL,2025-07-18,2
BER,M3,ST,BK,2025-07-18,22
BER,M3,ST,WH,2025-07-18,22
BER,M3,ST,GY,2025-07-18,8
BER,M3,ST,BL,2025-07-18,5
BER,M3,PR,BK,2025-07-18,4
BER,M3,PR,WH,2025-07-18,9
BER,M3,PR,GY,2025-07-18,4
BER,MY,ST,BK,2025-07-18,14
BER,MY,ST,WH,2025-07-18,10
BER,MY,ST,GY,2025-07-18,10
BER,MY,ST,BL,2025-07-18,2
BER,MY,PR,BK,2025-07-18,6
BER,MY,PR,WH,2025-07-18,4
BER,MY,PR,GY,2025-07-18,5
BER,MY,PR,BL,2025-07-18,1
SHA,M3,ST,BK,2025-07-18,24
SHA,M3,ST,WH,2025-07-18,18
SHA,M3,ST,GY,2025-07-18,9
SHA,M3,ST,BL,2025-07-18,5
SHA,M3,PR,BK,2025-07-18,7
SHA,M3,PR,WH,2025-07-18,6
SHA,M3,PR,GY,2025-07-18,2
SHA,M3,PR,BL,2025-07-18,2
SHA,MY,ST,BK,2025-07-18,13
SHA,MY,ST,WH,2025-07-18,17
SHA,MY,ST,GY,2025-07-18,7
SHA,MY,ST,BL,2025-07-18,2
SHA,MY,PR,BK,2025-07-18,3
SHA,MY,PR,WH,2025-07-18,3
SHA,MY,PR,GY,2025-07-18,2
SHA,MY,PR,BL,2025-07-18,2
FRE,M3,ST,BK,2025-07-19,33
FRE,M3,ST,WH,2025-07-19,27
FRE,M3,ST,GY,2025-07-19,17
FRE,M3,ST,BL,2025-07-19,8
FRE,M3,PR,BK,2025-07-19,12
FRE,M3,PR,WH,2025-07-19,8
FRE,M3,PR,GY,2025-07-19,8
FRE,M3,PR,BL,2025-07-19,1
FRE,MY,ST,BK,2025-07-19,9
FRE,MY,ST,WH,2025-07-19,16
FRE,MY,ST,GY,2025-07-19,9
FRE,MY,ST,BL,2025-07-19,5
FRE,MY,PR,BK,2025-07-19,9
FRE,MY,PR,WH,2025-07-19,7
FRE,MY,PR,GY,2025-07-19,4
FRE,MY,PR,BL,2025-07-19,1
AUS,M3,ST,BK,2025-07-19,23
AUS,M3,ST,WH,2025-07-19,28
AUS,M3,ST,GY,2025-07-19,20
AUS,M3,ST,BL,2025-07-19,4
AUS,M3,PR,BK,2025-07-19,12
AUS,M3,PR,WH,2025-07-19,17
AUS,M3,PR,GY,2025-07-19,8
AUS,M3,PR,BL,2025-07-19,4
AUS,MY,ST,BK,2025-07-19,24
AUS,MY,ST,WH,2025-07-19,20
AUS,MY,ST,GY,2025-07-19,16
AUS,MY,ST,BL,2025-07-19,8
AUS,MY,PR,BK,2025-07-19,7
AUS,MY,PR,WH,2025-07-19,13
AUS,MY,PR,GY,2025-07-19,4
AUS,MY,PR,BL,2025-07-19,1
BER,M3,ST,BK,2025-07-19,32
BER,M3,ST,WH,2025-07-19,37
BER,M3,ST,GY,2025-07-19,20
BER,M3,ST,BL,2025-07-19,5
BER,M3,PR,BK,2025-07-19,13
BER,M3,PR,WH,2025-07-19,18
BER,M3,PR,GY,2025-07-19,8
BER,M3,PR,BL,2025-07-19,2
BER,MY,ST,BK,2025-07-19,20
BER,MY,ST,WH,2025-07-19,27
BER,MY,ST,GY,2025-07-19,10
BER,MY,ST,BL,2025-07-19,5
BER,MY,PR,BK,2025-07-19,9
BER,MY,PR,WH,2025-07-19,11
BER,MY,PR,GY,2025-07-19,2
BER,MY,PR,BL,2025-07-19,3
SHA,M3,ST,BK,2025-07-19,22
SHA,M3,ST,WH,2025-07-19,23
SHA,M3,ST,GY,2025-07-19,19
SHA,M3,ST,BL,2025-07-19,8
SHA,M3,PR,BK,2025-07-19,13
SHA,M3,PR,WH,2025-07-19,17
SHA,M3,PR,GY,2025-07-19,10
SHA,M3,PR,BL,2025-07-19,5
SHA,MY,ST,BK,2025-07-19,18
SHA,MY,ST,WH,2025-07-19,12
SHA,MY,ST,GY,2025-07-19,9
SHA,MY,ST,BL,2025-07-19,6
SHA,MY,PR,BK,2025-07-19,10
SHA,MY,PR,WH,2025-07-19,8
SHA,MY,PR,GY,2025-07-19,2
SHA,MY,PR,BL,2025-07-19,5
FRE,M3,ST,BK,2025-07-20,30
FRE,M3,ST,WH,2025-07-20,27
FRE,M3,ST,GY,2025-07-20,19
FRE,M3,ST,BL,2025-07-20,6
FRE,M3,PR,BK,2025-07-20,9
FRE,M3,PR,WH,2025-07-20,17
FRE,M3,PR,GY,2025-07-20,8
FRE,M3,PR,BL,2025-07-20,3
FRE,MY,ST,BK,2025-07-20,21
FRE,MY,ST,WH,2025-07-20,20
FRE,MY,ST,GY,2025-07-20,10
FRE,MY,ST,BL,2025-07-20,4
FRE,MY,PR,BK,2025-07-20,3
FRE,MY,PR,WH,2025-07-20,5
FRE,MY,PR,GY,2025-07-20,2
FRE,MY,PR,BL,2025-07-20,2
AUS,M3,ST,BK,2025-07-20,26
AUS,M3,ST,WH,2025-07-20,44
AUS,M3,ST,GY,2025-07-20,21
AUS,M3,ST,BL,2025-07-20,6
AUS,M3,PR,BK,2025-07-20,10
AUS,M3,PR,WH,2025-07-20,21
AUS,M3,PR,GY,2025-07-20,9
AUS,M3,PR,BL,2025-07-20,5
AUS,MY,ST,BK,2025-07-20,20
AUS,MY,ST,WH,2025-07-20,23
AUS,MY,ST,GY,2025-07-20,17
AUS,MY,ST,BL,2025-07-20,5
AUS,MY,PR,BK,2025-07-20,9
AUS,MY,PR,WH,2025-07-20,12
AUS,MY,PR,GY,2025-07-20,4
AUS,MY,PR,BL,2025-07-20,3
BER,M3,ST,BK,2025-07-20,32
BER,M3,ST,WH,2025-07-20,33
BER,M3,ST,GY,2025-07-20,21
BER,M3,ST,BL,2025-07-20,7
BER,M3,PR,BK,2025-07-20,13
BER,M3,PR,WH,2025-07-20,9
BER,M3,PR,GY,2025-07-20,12
BER,M3,PR,BL,2025-07-20,3
BER,MY,ST,BK,2025-07-20,27
BER,MY,ST,WH,2025-07-20,22
BER,MY,ST,GY,2025-07-20,10
BER,MY,ST,BL,2025-07-20,9
BER,MY,PR,BK,2025-07-20,6
BER,MY,PR,WH,2025-07-20,7
BER,MY,PR,GY,2025-07-20,3
BER,MY,PR,BL,2025-07-20,5
SHA,M3,ST,BK,2025-07-20,23
SHA,M3,ST,WH,2025-07-20,24
SHA,M3,ST,GY,2025-07-20,26
SHA,M3,ST,BL,2025-07-20,7
SHA,M3,PR,BK,2025-07-20,8
SHA,M3,PR,WH,2025-07-20,11
SHA,M3,PR,GY,2025-07-20,11
SHA,M3,PR,BL,2025-07-20,4
SHA,MY,ST,BK,2025-07-20,14
SHA,MY,ST,WH,2025-07-20,16
SHA,MY,ST,GY,2025-07-20,12
SHA,MY,ST,BL,2025-07-20,4
SHA,MY,PR,BK,2025-07-20,7
SHA,MY,PR,WH,2025-07-20,7
SHA,MY,PR,GY,2025-07-20,5
SHA,MY,PR,BL,2025-07-20,2
FRE,M3,ST,BK,2025-07-21,35
FRE,M3,ST,WH,2025-07-21,29
FRE,M3,ST,GY,2025-07-21,20
FRE,M3,ST,BL,2025-07-21,9
FRE,M3,PR,BK,2025-07-21,18
FRE,M3,PR,WH,2025-07-21,11
FRE,M3,PR,GY,2025-07-21,6
FRE,M3,PR,BL,2025-07-21,6
FRE,MY,ST,BK,2025-07-21,15
FRE,MY,ST,WH,2025-07-21,15
FRE,MY,ST,GY,2025-07-21,14
FRE,MY,ST,BL,2025-07-21,10
FRE,MY,PR,BK,2025-07-21,9
FRE,MY,PR,WH,2025-07-21,11
FRE,MY,PR,GY,2025-07-21,5
FRE,MY,PR,BL,2025-07-21,1
AUS,M3,ST,BK,2025-07-21,21
AUS,M3,ST,WH,2025-07-21,23
AUS,M3,ST,GY,2025-07-21,14
AUS,M3,ST,BL,2025-07-21,5
AUS,M3,PR,BK,2025-07-21,8
AUS,M3,PR,WH,2025-07-21,15
AUS,M3,PR,GY,2025-07-21,4
